status,monographNumber,englishName,latinName,substance,certificateHolder,cepNumber,cepType,cepStatus,cepIssueDate,cepEndDate,closureDateLastProcedure
In use,353,Prednisolone,Prednisolonum,Prednisolone; Micronised,EUROAPI FRANCE Vertolaye FR,R0-CEP 2022-147 - Rev 00,Chemical,Valid,02/09/2022,,02/09/2022
In use,353,Prednisolone,Prednisolonum,Prednisolone,HENAN LIHUA PHARMACEUTICAL CO.; LTD. Anyang CN,R1-CEP 2005-248 - Rev 02,Chemical,Valid,03/05/2023,,03/05/2023
In use,353,Prednisolone,Prednisolonum,Prednisolone,SHANDONG XINHUA PHARMACEUTICAL CO.; LTD. Zibo CN,CEP 2020-204 - Rev 01,Chemical,Valid,23/10/2024,,23/10/2024
In use,353,Prednisolone,Prednisolonum,Prednisolone; Form I,SHANDONG XINHUA PHARMACEUTICAL CO.; LTD. Zibo CN,CEP 2023-412 - Rev 01,Chemical,Valid,02/12/2024,,02/12/2024
In use,353,Prednisolone,Prednisolonum,Prednisolone; Micronised,SYMBIOTEC PHARMALAB PRIVATE LIMITED Indore IN,CEP 2020-194 - Rev 01,Chemical,Valid,28/02/2025,,03/03/2025
In use,354,Prednisone,Prednisonum,Prednisone,Pharmacia & Upjohn Company Kalamazoo US,R0-CEP 2000-352 - Rev 00,TSE,Withdrawn by Holder,26/10/2001,26/10/2006,26/10/2006
In use,354,Prednisone,Prednisonum,Prednisone; Micronised,Pharmacia & Upjohn Company Kalamazoo US,R1-CEP 2010-036 - Rev 00,Chemical,Withdrawn by Holder,15/06/2017,08/11/2017,09/11/2017
In use,354,Prednisone,Prednisonum,Prednisone; Micronised,TIANJIN TIANYAO PHARMACEUTICALS CO.; LTD. Tianjin CN,R1-CEP 2003-135 - Rev 04,Chemical,Valid,15/01/2018,,15/01/2018
In use,354,Prednisone,Prednisonum,Prednisone,HENAN LIHUA PHARMACEUTICAL CO.; LTD. Anyang CN,R1-CEP 2005-240 - Rev 04,Chemical,Valid,26/02/2020,,03/02/2023
In use,354,Prednisone,Prednisonum,Prednisone; Micronised,EUROAPI FRANCE Vertolaye FR,R1-CEP 2001-251 - Rev 04,Chemical,Valid,16/12/2021,,16/12/2021
In use,354,Prednisone,Prednisonum,Prednisone,ZHEJIANG XIANJU PHARMACEUTICAL CO.; LTD. Xianju CN,CEP 2018-027 - Rev 02,Chemical,Valid,02/04/2024,,02/04/2024
In use,354,Prednisone,Prednisonum,Prednisone,SHANDONG XINHUA PHARMACEUTICAL CO.; LTD. Zibo CN,CEP 2022-349 - Rev 00,Chemical,Valid,17/12/2024,,17/12/2024
In use,355,Potato starch,Solani amylum,,,,,,,,
In use,356,Streptokinase concentrated solution,Streptokinasi solutio concentrata,,,,,,,,
Suppressed from the Ph. Eur.,357,Succinylsulfathiazole,Succinylsulfathiazolum,,,,,,,,
In use,358,Sulfamerazine,Sulfamerazinum,,,,,,,,
In use,359,Wheat starch,Tritici amylum,,,,,,,,
In use,36,Cotton; absorbent,Lanugo gossypii absorbens,,,,,,,,
In use,360,Clostridium botulinum vaccine for veterinary use,Vaccinum Clostridii botulini ad usum veterinarium,,,,,,,,
In use,361,Clostridium chauvoei vaccine for veterinary use,Vaccinum Clostridii chauvoei ad usum veterinarium,,,,,,,,
In use,362,Clostridium novyi (type B) vaccine for veterinary use,Vaccinum Clostridii novyi B ad usum veterinarium,,,,,,,,
In use,363,Clostridium perfringens vaccine for veterinary use,Vaccinum Clostridii perfringentis ad usum veterinarium,,,,,,,,
In use,364,Clostridium septicum vaccine for veterinary use,Vaccinum Clostridii septici ad usum veterinarium,,,,,,,,
In use,365,Maleic Acid,Acidum maleicum,,,,,,,,
In use,366,Salicylic acid,Acidum salicylicum,Salicylic acid,NOVACYL Ecully FR,R2-CEP 1993-008 - Rev 06,Chemical,Valid,16/03/2021,,01/07/2022
Suppressed from the Ph. Eur.,367,Ether; anaesthetic,Aether anaestheticus,,,,,,,,
In use,368,Amfetamine sulfate,Amfetamini sulfas,,,,,,,,
In use,369,Azathioprine,Azathioprinum,Azathioprine,Medigraph Pharmaceuticals Pvt. Ltd. Mumbai IN,R0-CEP 2006-282 - Rev 01,Chemical,Expired,24/06/2010,28/03/2013,24/06/2010
In use,369,Azathioprine,Azathioprinum,Azathioprine,Resolution Chemicals Ltd. Stevenage GB,R1-CEP 2005-099 - Rev 00,Chemical,Valid,21/09/2011,,21/09/2011
In use,369,Azathioprine,Azathioprinum,Azathioprine,Fine Chemicals Corporation (Pty) Ltd. Cape Town ZA,R0-CEP 2013-128 - Rev 00,Chemical,Expired,09/09/2015,09/09/2020,09/09/2015
In use,369,Azathioprine,Azathioprinum,Azathioprine,AARTI PHARMALABS LIMITED Mulund (W); Mumbai IN,R1-CEP 2009-266 - Rev 00,Chemical,Withdrawn by Holder,22/12/2015,13/05/2022,22/12/2015
In use,369,Azathioprine,Azathioprinum,Azathioprine,EXCELLA GMBH & CO. KG Feucht DE,R1-CEP 2009-400 - Rev 01,Chemical,Valid,15/12/2016,,15/12/2016
In use,369,Azathioprine,Azathioprinum,Azathioprine,MYLAN LABORATORIES LIMITED Hyderabad IN,R0-CEP 2017-008 - Rev 01,Chemical,Withdrawn by Holder,18/12/2019,12/10/2023,18/12/2019
In use,369,Azathioprine,Azathioprinum,Azathioprine,Microbiologica Quimica e Farmacêutica Ltda Rio De Janeiro BR,R1-CEP 2001-362 - Rev 04,Chemical,Valid,29/08/2022,,29/08/2022
In use,369,Azathioprine,Azathioprinum,Azathioprine; Process 2,AARTI PHARMALABS LIMITED Mulund (W); Mumbai IN,R1-CEP 2014-030 - Rev 01,Chemical,Valid,20/10/2022,,29/01/2024
In use,369,Azathioprine,Azathioprinum,Azathioprine; Process 3,Fine Chemicals Corporation (Pty) Ltd. Cape Town ZA,R1-CEP 2017-171 - Rev 00,Chemical,Valid,13/02/2023,,09/11/2023
In use,369,Azathioprine,Azathioprinum,Azathioprine,RPG Life Sciences Limited Navi Mumbai IN,CEP 2001-341 - Rev 10,Chemical,Valid,12/04/2024,,12/04/2024
In use,369,Azathioprine,Azathioprinum,Azathioprine,Zhejiang Cheng Yi Pharmaceutical Co.; Ltd. Wenzhou CN,CEP 2006-197 - Rev 02,Chemical,Valid,11/07/2024,,11/07/2024
In use,369,Azathioprine,Azathioprinum,Azathioprine,FERMION OY Espoo FI,CEP 2006-317 - Rev 02,Chemical,Valid,23/08/2024,,23/08/2024
In use,369,Azathioprine,Azathioprinum,Azathioprine,RAKSHIT PHARMACEUTICALS LIMITED Vishakhapatnam IN,CEP 2023-216 - Rev 00,Chemical,Valid,29/08/2024,,29/08/2024
Suppressed from the Ph. Eur.,37,Cotton; sterile absorbent,Lanugo gossypii absorbens sterilis,,,,,,,,
In use,370,Bendroflumethiazide,Bendroflumethiazidum,Bendroflumethiazide,IPCA Laboratories Limited Mumbai IN,R1-CEP 2007-142 - Rev 03,Chemical,Valid,23/04/2018,,23/06/2023
In use,370,Bendroflumethiazide,Bendroflumethiazidum,Bendroflumethiazide,Unichem Laboratories Limited Mumbai IN,CEP 2002-102 - Rev 02,Chemical,Valid,05/11/2024,,05/11/2024
In use,371,Benzalkonium chloride solution,Benzalkonii chloridi solutio,Benzalkonium chloride solution,NOVO NORDISK PHARMATECH A/S Koege DK,R1-CEP 2000-123 - Rev 03,Chemical,Valid,16/10/2015,,19/06/2019
In use,371,Benzalkonium chloride solution,Benzalkonii chloridi solutio,Benzalkonium chloride solution,DISHMAN CARBOGEN AMCIS LIMITED Ahmedabad IN,CEP 2007-152 - Rev 04,Chemical,Valid,12/07/2024,,12/07/2024
In use,372,Benzalkonium chloride,Benzalkonii chloridum,Benzalkonium chloride,NOVO NORDISK PHARMATECH A/S Koege DK,R1-CEP 2001-298 - Rev 02,Chemical,Valid,16/10/2015,,21/11/2022
In use,373,Benzylpenicillin (benzathine) tetrahydrate,Benzathini benzylpenicillinum tetrahydricum,Benzylpenicillin (benzathine) tetrahydrate; ‘ FA Process’; sterile; lecithin and polysorbate 80 coated; Material Code Number,SANDOZ GMBH Kundl AT,R1-CEP 1994-018 - Rev 04,Chemical,Withdrawn by Holder,01/12/2004,13/05/2005,13/05/2005
In use,373,Benzylpenicillin (benzathine) tetrahydrate,Benzathini benzylpenicillinum tetrahydricum,Benzylpenicillin (benzathine) tetrahydrate; Lecithin and Polysorbate 80 coated; Sterile,SANDOZ INDUSTRIAL PRODUCTS GMBH Frankfurt Am Main DE,R1-CEP 2002-111 - Rev 01,Chemical,Withdrawn by Holder,22/10/2009,19/01/2018,22/10/2009
In use,373,Benzylpenicillin (benzathine) tetrahydrate,Benzathini benzylpenicillinum tetrahydricum,Benzylpenicillin (benzathine) tetrahydrate; Sterile; microfine; lecithin/polysorbate coated,SANDOZ GMBH Kundl AT,R1-CEP 2001-066 - Rev 05,Chemical,Valid,26/07/2023,,26/07/2023
Suppressed from the Ph. Eur.,374,Betanidine sulphate,Betanidini sulfas,,,,,,,,
In use,375,Carbon dioxide,Carbonei dioxidum,Carbon dioxide,MESSER FRANCE Suresnes FR,R1-CEP 2009-393 - Rev 00,Chemical,Withdrawn by Holder,27/09/2016,10/10/2024,27/09/2016
In use,375,Carbon dioxide,Carbonei dioxidum,Carbon dioxide,S.E. DE CARBUROS METALICOS; S.A. Cornellà de Llobregat ES,R0-CEP 2019-254 - Rev 00,Chemical,Valid,14/04/2021,,14/04/2021
In use,376,Clove,Caryophylli flos,,,,,,,,
Suppressed from the Ph. Eur.,377,Cefaloridine,Cefaloridinum,,,,,,,,
In use,378,Cetrimide,Cetrimidum,Cetrimide,NOVO NORDISK PHARMATECH A/S Koege DK,R1-CEP 2003-186 - Rev 02,Chemical,Valid,03/01/2022,,03/01/2022
In use,378,Cetrimide,Cetrimidum,Cetrimide,DISHMAN CARBOGEN AMCIS LIMITED Ahmedabad IN,CEP 2007-199 - Rev 03,Chemical,Valid,15/07/2024,,15/07/2024
In use,379,Cetylpyridinium chloride,Cetylpyridinii chloridum,Cetylpyridinium Chloride,SUYOG LIFE SCIENCES PVT LTD Bharuch District IN,R0-CEP 2021-128 - Rev 00,Chemical,Valid,13/09/2022,,13/09/2022
In use,379,Cetylpyridinium chloride,Cetylpyridinii chloridum,Cetylpyridinium Chloride,AURORIUM LLC Zeeland US,CEP 2001-265 - Rev 04,Chemical,Valid,23/01/2024,,20/02/2025
In use,379,Cetylpyridinium chloride,Cetylpyridinii chloridum,Cetylpyridinium Chloride,DISHMAN CARBOGEN AMCIS LIMITED Ahmedabad IN,CEP 2007-029 - Rev 07,Chemical,Valid,15/07/2024,,15/07/2024
In use,38,Levodopa,Levodopum,Levodopa,Ajinomoto Co.; Inc. Tokyo JP,R1-CEP 1999-001 - Rev 01,Chemical,Valid,19/10/2007,,24/02/2023
In use,38,Levodopa,Levodopum,Levodopa,DAIICHI SANKYO CHEMICAL PHARMA CO.; LTD. Kanagawa JP,R1-CEP 1999-091 - Rev 03,Chemical,Withdrawn by Holder,14/05/2008,30/08/2013,14/05/2008
In use,38,Levodopa,Levodopum,Levodopa,EGIS Pharmaceuticals PLC Budapest HU,R1-CEP 1998-071 - Rev 01,Chemical,Withdrawn by Holder,13/02/2009,07/01/2019,28/03/2013
In use,38,Levodopa,Levodopum,Levodopa,DIVI'S LABORATORIES LIMITED Hyderabad IN,R1-CEP 2005-161 - Rev 04,Chemical,Valid,25/01/2018,,15/05/2023
In use,38,Levodopa,Levodopum,Levodopa,TORRENT PHARMACEUTICALS LIMITED Village Bhat IN,R1-CEP 2011-253 - Rev 00,Chemical,Withdrawn by Holder,15/05/2018,24/10/2024,15/05/2018
In use,38,Levodopa,Levodopum,Levodopa,ZHEJIANG WILD WIND PHARMACEUTICAL CO.; LTD. Geshan Town CN,R1-CEP 2012-377 - Rev 00,Chemical,Valid,28/02/2019,,28/02/2019
In use,38,Levodopa,Levodopum,Levodopa,GUANGXI BONGER PHARMACEUTICAL CO.; LTD. Tiandong Town CN,R1-CEP 2014-348 - Rev 00,Chemical,Valid,17/09/2021,,17/09/2021
In use,38,Levodopa,Levodopum,Levodopa,MAITHRI DRUGS PRIVATE LIMITED Bonthapally Village IN,R0-CEP 2020-161 - Rev 00,Chemical,Valid,14/03/2022,,14/03/2022
In use,38,Levodopa,Levodopum,Levodopa,SHANDONG XINHUA PHARMACEUTICAL CO.; LTD. Zibo CN,R1-CEP 2009-174 - Rev 02,Chemical,Valid,11/04/2022,,11/02/2025
In use,38,Levodopa,Levodopum,Levodopa; Enzymatic process,ZHEJIANG WILD WIND PHARMACEUTICAL CO.; LTD. Geshan Town CN,R0-CEP 2021-195 - Rev 00,Chemical,Valid,12/10/2022,,23/11/2022
In use,38,Levodopa,Levodopum,Levodopa,HETERO DRUGS LIMITED Hyderabad IN,R0-CEP 2022-320 - Rev 00,Chemical,Valid,14/03/2023,,14/03/2023
In use,38,Levodopa,Levodopum,Levodopa,ZHEJIANG HUAHAI PHARMACEUTICAL CO.; LTD. Linhai CN,CEP 2017-090 - Rev 04,Chemical,Valid,24/04/2024,,13/11/2024
In use,38,Levodopa,Levodopum,Levodopa; Enzymatic process,TAPI NL B.V. Amsterdam NL,CEP 2013-293 - Rev 02,Chemical,Valid,27/02/2025,,27/02/2025
In use,38,Levodopa,Levodopum,Levodopa,TAPI NL B.V. Amsterdam NL,CEP 1999-187 - Rev 10,Chemical,Valid,18/03/2025,,18/03/2025
In use,380,Chamomile flower; Roman,Chamomillae romanae flos,,,,,,,,
In use,381,Tosylchloramide sodium,Tosylchloramidum natricum,Tosylchloramide sodium,D. K. PHARMA CHEM PRIVATE LIMITED Badlapur IN,CEP 2022-217 - Rev 00,Chemical,Valid,03/06/2024,,03/06/2024
In use,382,Chlorobutanol,Chlorobutanolum,,,,,,,,
In use,383,Chlorobutanol hemihydrate,Chlorobutanolum hemihydricum,Chlorobutanol hemihydrate,POLYDRUG LABORATORIES PVT. LTD. Mumbai IN,R0-CEP 2009-112 - Rev 00,Chemical,Withdrawn by EDQM Failure to CEP procedure,22/06/2010,26/10/2016,28/10/2016
In use,383,Chlorobutanol hemihydrate,Chlorobutanolum hemihydricum,Chlorobutanol hemihydrate,OLPHA AS Olaine LV,CEP 2013-148 - Rev 01,Chemical,Valid,28/10/2024,,28/10/2024
In use,384,Chlorocresol,Chlorocresolum,,,,,,,,
Suppressed from the Ph. Eur.,385,Chlorothiazide,Chlorothiazidum,,,,,,,,
In use,386,Chlorphenamine maleate,Chlorphenamini maleas,Chlorphenamine maleate,Kongo Chemical Co.; Ltd Toyama City JP,R1-CEP 2006-151 - Rev 01,Chemical,Valid,17/03/2021,,17/03/2021
In use,386,Chlorphenamine maleate,Chlorphenamini maleas,Chlorphenamine maleate,Auro Laboratories Limited Mumbai IN,R1-CEP 2012-018 - Rev 00,Chemical,Valid,03/12/2021,,03/12/2021
In use,386,Chlorphenamine maleate,Chlorphenamini maleas,Chlorphenamine maleate,SUPRIYA LIFESCIENCE LTD. Mumbai IN,CEP 2008-154 - Rev 03,Chemical,Valid,19/01/2024,,19/01/2024
In use,387,Cinnamon,Cinnamomi cortex,,,,,,,,
In use,388,Dexamethasone,Dexamethasonum,Dexamethasone,Pharmacia & Upjohn Company Kalamazoo US,R0-CEP 2000-260 - Rev 00,TSE,Withdrawn by Holder,24/10/2001,24/10/2006,24/10/2006
In use,388,Dexamethasone,Dexamethasonum,Dexamethasone,ZHEJIANG XIANJU JUNYE PHARMACEUTICAL CO.; LTD. Xianju CN,R0-CEP 2013-355 - Rev 02,Chemical,Expired,11/09/2015,23/02/2020,11/09/2015
In use,388,Dexamethasone,Dexamethasonum,Dexamethasone,TIANJIN TIANYAO PHARMACEUTICALS CO.; LTD. Tianjin CN,R1-CEP 2015-205 - Rev 00,Chemical,Valid,16/08/2021,,16/08/2021
In use,388,Dexamethasone,Dexamethasonum,Dexamethasone; Process II,TIANJIN TIANYAO PHARMACEUTICALS CO.; LTD. Tianjin CN,R0-CEP 2020-270 - Rev 00,Chemical and TSE,Valid,31/03/2022,,31/03/2022
In use,388,Dexamethasone,Dexamethasonum,Dexamethasone; Micronised,PHARMACIA & UPJOHN COMPANY LLC Kalamazoo US,R1-CEP 2000-261 - Rev 05,Chemical,Valid,02/09/2022,,02/09/2022
In use,388,Dexamethasone,Dexamethasonum,Dexamethasone; Micronised,EUROAPI FRANCE Vertolaye FR,CEP 1996-019 - Rev 09,Chemical,Valid,12/04/2024,,12/04/2024
In use,389,Dimercaprol,Dimercaprolum,Dimercaprol,EVONIK OPERATIONS GMBH Essen DE,R1-CEP 2007-330 - Rev 02,Chemical,Valid,09/11/2020,,28/05/2024
In use,39,Magnesium hydroxide,Magnesii hydroxidum,Magnesium Hydroxide; 5300,SPI PHARMA; INC. Wilmington US,R1-CEP 2008-190 - Rev 00,Chemical,Valid,07/10/2014,,08/10/2014
In use,39,Magnesium hydroxide,Magnesii hydroxidum,Magnesium Hydroxide,DEAD SEA BROMINE COMPANY LTD. Beer Sheva IL,R1-CEP 2001-344 - Rev 03,Chemical,Valid,01/09/2016,,04/03/2022
In use,39,Magnesium hydroxide,Magnesii hydroxidum,Magnesium Hydroxide,DR. PAUL LOHMANN GMBH & CO. KGAA Emmerthal DE,R1-CEP 2013-020 - Rev 01,Chemical,Valid,27/02/2020,,27/02/2020
In use,39,Magnesium hydroxide,Magnesii hydroxidum,Magnesium Hydroxide,ANHUI POLY PHARM. CO.; LTD.  Anqing CN,R0-CEP 2022-010 - Rev 00,Chemical,Valid,26/07/2022,,26/07/2022
In use,39,Magnesium hydroxide,Magnesii hydroxidum,Magnesium Hydroxide; 5200,SPI PHARMA; INC. Wilmington US,R0-CEP 2022-054 - Rev 00,Chemical,Valid,10/02/2023,,10/02/2023
In use,390,Eucalyptus oil,Eucalypti aetheroleum,Eucalyptus oil; Rectified,SCHWABE EXTRACTA GMBH & CO. KG Karlsruhe DE,CEP 2017-033 - Rev 02,Herbal,Valid,08/09/2023,,08/09/2023
In use,390,Eucalyptus oil,Eucalypti aetheroleum,Eucalyptus oil; Double rectified,FREY + LAU GMBH Henstedt-Ulzburg DE,CEP 2017-308 - Rev 02,Herbal,Valid,25/06/2024,,25/06/2024
In use,390,Eucalyptus oil,Eucalypti aetheroleum,Eucalyptus oil; Rectified,FREY + LAU GMBH Henstedt-Ulzburg DE,CEP 2017-309 - Rev 01,Herbal,Valid,25/06/2024,,25/06/2024
In use,390,Eucalyptus oil,Eucalypti aetheroleum,Eucalyptus oil; Rectified,FREY + LAU GMBH Henstedt-Ulzburg DE,CEP 2017-306 - Rev 01,Herbal,Valid,25/06/2024,,25/06/2024
In use,390,Eucalyptus oil,Eucalypti aetheroleum,Eucalyptus oil,DÜLLBERG KONZENTRA GMBH & CO. KG Hamburg DE,CEP 2023-105 - Rev 01,Herbal,Valid,05/12/2024,,05/12/2024
In use,391,Furosemide,Furosemidum,Furosemide,F.I.S. - FABBRICA ITALIANA SINTETICI S.P.A. Montecchio Maggiore IT,R1-CEP 2004-005 - Rev 03,Chemical,Valid,24/02/2014,,09/08/2023
In use,391,Furosemide,Furosemidum,Furosemide,OLON S.P.A. Rodano IT,R2-CEP 1992-012 - Rev 05,Chemical,Withdrawn by Holder,09/09/2016,02/11/2023,09/09/2016
In use,391,Furosemide,Furosemidum,Furosemide; Alternative process,SRI KRISHNA PHARMACEUTICALS LIMITED Hyderabad IN,R1-CEP 2013-273 - Rev 00,Chemical,Valid,04/12/2018,,20/09/2022
In use,391,Furosemide,Furosemidum,Furosemide,IPCA Laboratories Limited Mumbai IN,R1-CEP 1998-020 - Rev 07,Chemical,Valid,30/10/2019,,30/06/2023
In use,391,Furosemide,Furosemidum,Furosemide,CURIA INDIA PRIVATE LIMITED Hyderabad IN,R1-CEP 1999-069 - Rev 09,Chemical,Valid,09/08/2021,,03/05/2022
In use,391,Furosemide,Furosemidum,Furosemide,SRI KRISHNA PHARMACEUTICALS LIMITED Hyderabad IN,R1-CEP 1999-137 - Rev 08,Chemical,Valid,20/08/2021,,04/07/2023
In use,391,Furosemide,Furosemidum,Furosemide,EUROAPI GERMANY GmbH Frankfurt am Main DE,R1-CEP 2005-274 - Rev 03,Chemical,Valid,09/12/2021,,31/07/2024
In use,391,Furosemide,Furosemidum,Furosemide,TEVA PHARMACEUTICAL INDUSTRIES LTD Tel Aviv - Jaffa IL,R1-CEP 1997-019 - Rev 09,Chemical,Valid,20/12/2021,,24/08/2022
In use,391,Furosemide,Furosemidum,Furosemide,MANGALAM DRUGS & ORGANICS LTD. Mumbai IN,R0-CEP 2019-063 - Rev 01,Chemical,Valid,02/03/2023,,02/03/2023
In use,392,Gentian root,Gentianae radix,,,,,,,,
In use,393,Halothane,Halothanum,,,,,,,,
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,SOUTHWEST SYNTHETIC PHARMACEUTICAL CORPORATION; LIMITED Chongqing CN,R0-CEP 2006-116 - Rev 00,Chemical,Expired,18/01/2008,25/01/2013,23/01/2008
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,Posh Chemicals Private Limited Hyderabad IN,R0-CEP 2004-233 - Rev 01,Chemical,Expired,29/11/2013,29/09/2014,29/11/2013
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,BLUE CIRCLE ORGANICS PRIVATE LIMITED Ambernath West IN,R0-CEP 2013-294 - Rev 00,Chemical,Expired,24/08/2015,24/08/2020,24/08/2015
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,FLAMMA S.P.A. Chignolo d'Isola IT,R0-CEP 2014-276 - Rev 00,Chemical,Expired,07/06/2016,07/06/2021,07/06/2016
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,AREVIPHARMA GMBH Radebeul DE,R1-CEP 2006-012 - Rev 02,Chemical,Withdrawn by Holder,12/07/2017,19/07/2023,05/02/2024
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,TEVA PHARMACEUTICAL INDUSTRIES LTD Tel Aviv - Jaffa IL,R1-CEP 2001-304 - Rev 12,Chemical,Valid,03/10/2022,,20/02/2023
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide; Process I,IPCA LABORATORIES LIMITED Mumbai IN,R1-CEP 2004-013 - Rev 06,Chemical,Valid,29/08/2023,,05/02/2025
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,CTX LIFESCIENCES PVT. LIMITED Surat IN,R1-CEP 2008-021 - Rev 05,Chemical,Valid,29/08/2023,,29/08/2023
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,SUZHOU LIXIN PHARMACEUTICAL CO.; LTD. Suzhou CN,CEP 2012-250 - Rev 02,Chemical,Valid,20/09/2023,,20/09/2023
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide; Process III,IPCA LABORATORIES LIMITED Mumbai IN,CEP 2012-044 - Rev 02,Chemical,Valid,26/09/2023,,26/09/2023
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide; Process II,IPCA LABORATORIES LIMITED Mumbai IN,CEP 2006-100 - Rev 02,Chemical,Valid,28/09/2023,,28/09/2023
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,ALEMBIC PHARMACEUTICALS LIMITED Vadodara IN,CEP 2009-103 - Rev 05,Chemical,Valid,02/10/2023,,02/10/2023
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,ZHEJIANG HUAHAI PHARMACEUTICAL CO.; LTD. Linhai CN,CEP 2009-060 - Rev 02,Chemical,Valid,14/11/2023,,17/01/2025
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2005-013 - Rev 06,Chemical,Valid,16/11/2023,,16/11/2023
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,MACLEODS PHARMACEUTICALS LIMITED Mumbai IN,CEP 2021-088 - Rev 00,Chemical,Valid,23/01/2024,,23/01/2024
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,Cambrex Profarmaco Milano S.r.l. Paullo IT,CEP 2004-307 - Rev 07,Chemical,Valid,23/02/2024,,27/02/2025
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide; Standard grade; micronised grade,ZAKŁADY FARMACEUTYCZNE POLPHARMA S.A. Starogard Gdański PL,CEP 2004-058 - Rev 06,Chemical,Valid,12/04/2024,,12/04/2024
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide; Form-I,AMOLI ORGANICS PRIVATE LIMITED Mumbai IN,CEP 2016-012 - Rev 01,Chemical,Valid,06/05/2024,,06/05/2024
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide; Process-II,APITORIA PHARMA PRIVATE LIMITED Hyderabad IN,CEP 2023-466 - Rev 01,Chemical,Valid,18/09/2024,,18/09/2024
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,Unichem Laboratories Limited Mumbai IN,CEP 2000-091 - Rev 07,Chemical,Valid,05/11/2024,,05/11/2024
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide; Process 2,Unichem Laboratories Limited Mumbai IN,CEP 2020-017 - Rev 01,Chemical,Valid,12/11/2024,,12/11/2024
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide; Process-II; Form-I,AMOLI ORGANICS PRIVATE LIMITED Mumbai IN,CEP 2024-362 - Rev 00,Chemical,Valid,18/11/2024,,18/11/2024
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide; Regular and micronised grade,LAURUS LABS LIMITED Hyderabad IN,CEP 2023-218 - Rev 00,Chemical,Valid,17/12/2024,,17/12/2024
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,Changzhou Pharmaceutical Factory Changzhou CN,CEP 2006-011 - Rev 05,Chemical,Valid,13/01/2025,,13/01/2025
In use,394,Hydrochlorothiazide,Hydrochlorothiazidum,Hydrochlorothiazide,TAPI NL B.V. Amsterdam NL,CEP 2004-149 - Rev 08,Chemical,Valid,26/02/2025,,26/02/2025
In use,395,Hydrogen peroxide solution (3 per cent),Hydrogenii peroxidum 3 per centum,Hydrogen peroxide solution (3 per cent),ARKEMA FRANCE Colombes FR,CEP 2022-162 - Rev 01,Chemical,Valid,27/02/2024,,27/02/2024
In use,396,Hydrogen peroxide solution (30 per cent),Hydrogenii peroxidum 30 per centum,Hydrogen peroxide solution (30 per cent),SOLVAY CHEMIE B.V. HERTEN NL,R0-CEP 2018-167 - Rev 00,Chemical,Valid,22/07/2020,,09/04/2024
In use,396,Hydrogen peroxide solution (30 per cent),Hydrogenii peroxidum 30 per centum,Hydrogen peroxide solution (30 per cent),EVONIK OPERATIONS GMBH Hanau DE,CEP 2018-079 - Rev 04,Chemical,Valid,28/03/2024,,28/03/2024
In use,397,Human measles immunoglobulin,Immunoglobulinum humanum morbillicum,,,,,,,,
In use,398,Human tetanus immunoglobulin,Immunoglobulinum humanum tetanicum,,,,,,,,
Suppressed from the Ph. Eur.,399,Human vaccinia immunoglobulin,Immunoglobulinum humanum vaccinicum,,,,,,,,
