HOLDER,SUBJECT
CHONGQING KANGLE PHARMACEUTICAL CO LTD,HYDROXYCHLOROQUINE SULFATE USP
ABELEI INC,231A12 NATURAL MASKING TYPE FLAVOR
ABELEI INC,231A39 NATURAL BITTERNESS MASKING TYPE FLAVOR
BRAUNFORM GMBH,COMPONENTS FOR THE ESTRADIOL VAGINAL INSERT (APPLICATOR) DEVICE
SHREE SHYAM PACKAGING,VMCH COATED & PRINTED ALUMINIUM FOILS
TEVA PHARMACEUTICAL INDUSTRIES LTD,ROSUVASTATIN CALCIUM PROCESS G 2410
DSM NUTRITIONAL PRODUCTS LTD,RIBOFLAVIN 5-PHOSPHATE SODIUM
DSM NUTRITIONAL PRODUCTS LTD,CHOLECALCIFEROL (VITAMIN D3)
BIOPHORE INDIA PHARMACEUTICALS PVT LTD,D-PENICILLAMINE
BIOPHORE INDIA PHARMACEUTICALS PVT LTD,REGADENOSON
BIOPHORE INDIA PHARMACEUTICALS PVT LTD,FERRIC CITRATE
STERLING BIOTECH LTD,SIMVASTATIN AMMONIUM SALT (INTERMEDIATE)
STERLING BIOTECH LTD,SIMVASTATIN USP
PAXXUS INC,RPP#37-1249
PAXXUS INC,RPP#36-1011G
FONA INTERNATIONAL INC,822.0418U N-C CARAMEL FLAVOR NAT & ART
FONA INTERNATIONAL INC,936.1204U FONATECH® TASTE MODIFIER FLAVOR NAT
FONA INTERNATIONAL INC,936.0504U BITTERNESS MASKING FLAVOR NAT
FONA INTERNATIONAL INC,805.0092U N-C BANANA TYPE FLAVOR NAT
LIFE TECHNOLOGIES LTD,INCHINNAN AGT MEDIA
NATCO PHARMA LTD,APIXABAN
GELCAPS INDUSTRIES,EMPTY HARD GELATIN CAPSULES
ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD,NEBIVOLOL HYDROCHLORIDE
TIANISH LABORATORIES PRIVATE LTD,SODIUM NITROPRUSSIDE USP
NEULAND LABORATORIES LTD,MIRTAZAPINE USP (ACETONE ROUTE)
APPLE CONVERTING INC,APPLE TDPS C086
CORAL DRUGS PRIVATE LTD,MOMETASONE FUROATE
CHONGQING CARELIFE PHARMACEUTICAL CO LTD,CANAGLIFLOZIN MONOHYDRATE (NON-STERILE BULK DRUG SUBSTANCE)
ENVASES COMERCIALES ENVASA SA,INJECTION-BLOW MOLDING BOTTLES (IBM) AND CAPS
FONA INTERNATIONAL INC,926.2128U N-C COOL VANILLA TYPE FLAVOR NAT & ART
INNOVAPLAST SA DE CV,STICKS PLASTICS BOTTLE
HONOUR LAB LTD,SITAGLIPTIN PHOSPHATE MONOHYDRATE
HONOUR LAB LTD,OSPEMIFENE
JIANGSU HANSYN PHARMACEUTICAL CO LTD,POSACONAZOLE FORM I
SHANDONG ANXIN PHARMACEUTICAL CO LTD,TADALAFIL
SS PHARMA LLC,TREPROSTINIL SODIUM
SS PHARMA LLC,CHLORZOXAZONE USP
MICRO LABS LTD,DIMETHYL FUMARATE
CIPLA LTD,DONEPEZIL HYDROCHLORIDE USP (ANHYDROUS)
MSN LIFE SCIENCES PRIVATE LTD,APREMILAST (FORM-M)
PRINTMANN FOILS,"HSL COATED, LAMINATED & PRINTED ALUMINIUM FOILS"
ALEMBIC PHARMACEUTICALS LTD,GEFITINIB
HONEYWELL INTERNATIONAL INC,SOLSTICE® PROPELLANT HP (HFO-1234ZE HP)
MEDINSTILL DEVELOPMENT LLC,MEDINSTILL INTACT™ CONNECTORS
ZYDUS LIFESCIENCES LTD,IMATINIB MESYLATE
VERANOVA LP,4314.B
RUYUAN HEC PHARM CO LTD,APIXABAN NON-STERILE BULK DRUG SUBSTANCE
MSN LIFE SCIENCES PRIVATE LTD,CLOBAZAM
MSN LABORATORIES PRIVATE LTD,PLERIXAFOR
SS PHARMA LLC,TRIENTINE HYDROCHLORIDE USP
ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD,CANAGLIFLOZIN
BIOCON LTD,MICAFUNGIN SODIUM
POLYPEPTIDE LABORATORIES SWEDEN AB,DESLORELIN ACETATE
MSN LIFE SCIENCES PRIVATE LTD,DARUNAVIR (AMORPHOUS)
EVOLV LLC,EVOLV E-LIQUID
INTAS PHARMACEUTICALS LTD,ERLOTINIB HYDROCHLORIDE
BRIGHTGENE BIO-MEDICAL TECHNOLOGY CO LTD,POSACONAZOLE CRYSTALLINE III
JIANGSU WEIQIDA PHARMACEUTICAL CO LTD,AZITHROMYCIN DIHYDRATE
SAINT GOBAIN PERFORMANCE PLASTICS,PET C/1/S WITH 7819 SILICONE RELEASE COATING
NEWGEN BIOTECH (NINGBO),LACTASE USP
ABBVIE STEMCENTRX LLC A WHOLLY OWNED SUB OF ABBVIE INC,SC-LD003
MSN LIFE SCIENCES PRIVATE LTD,LEVOMILNACIPRAN HYDROCHLORIDE
GLENMARK LIFE SCIENCES LTD,EFINACONAZOLE
SAGAR RUBBER PRODUCTS PVT LTD,BLOOD COLLECTION STOPPER
NOF CORP,"2,3-BIS(METHYLPOLYOXYETHYLENE-OXY)-1-{[3-(3-MALEIMIDO-1-OXOPROPYL)AMINO]PROPYLOXY} PROPANE (MW 60,000)"
AMPACET CORP,103429 PERMSTAT 429 MB
SIO2 MEDICAL PRODUCTS INC,COATED COC VIALS
ROQUETTE FRERES,HYDROXYPROPYL BETADEX
LINHARDT GMBH AND CO KG,LAMINATED TUBES
DOCTORPACK INDIA PVT LTD,VETERINARY SYRINGE
AGNO PHARMA,SODIUM TETRADECYL SULFATE
ZHEJIANG YONGTAI PHARMACEUTICAL CO LTD,"ESOMEPRAZOLE MAGNESIUM USP, NON-STERILE, BULK DRUG SUBSTANCE"
MYLAN TECHNOLOGIES INC,MEDIDERM 3105
MRK PACKAGING,ALUMINIUM COLLAPSIBLE TUBES
WUXI APPTEC INC,STERILE PROCESSING FACILITY
NAVINTA LLC,TRIENTINE HYDROCHLORIDE USP
SYMBIOTICA SPECIALITY INGREDIENTS SDN BHD,HALOBETASOL PROPIONATE
SHANDONG PHARMACEUTICAL GLASS CO LTD,INJECTABLE GLASS CONTAINERS MADE OF BOROSILICATE GLASS TUBING
AMPACET CORP,4600965-NF FL PURPLE SMC PP MB
DOCTORPACK INDIA PVT LTD,VAGINAL APPLICATOR
NAVINTA LLC,PHYTONADIONE USP (PROCESS A)
HEBEI WORLDSTAR CHEMICAL CO LTD,4AA (4-ACETOXYAZETIDIN-2-ONE)
HEBEI WORLDSTAR CHEMICAL CO LTD,MAP (BETA-METHYL VINYL PHOSPHATE)
RUYUAN HEC PHARM CO LTD,ALOGLIPTIN BENZOATE NON-STERILE BULK DRUG SUBSTANCE
TIANJIN WEIJIE PHARMACEUTICAL CO LTD,DIETHYLSTILBESTROL
ABELEI INC,160A04 NATURAL AND ARTIFICIAL JUICY LEMON FLAVOR
ABELEI INC,151A39 NATURAL HONEY FLAVOR WONF
SINOPEC BALING PETROCHEMICAL CO LTD,STYRENE BLOCK POLYMERS WITH 1 3 BUTADIENE HYDROGENATED
FONA INTERNATIONAL INC,856.2124U GRAPE TYPE FLAVOR NAT & ART
NINGBO GREEN HEALTH PHARMACEUTICAL CO LTD,10-DAB
ECLATIN AG,INTERNAL LACQUER AO-A2263/S3HS MONOCOMPONENT BPA FREE
ECLATIN AG,INTERNAL LACQUER BO-A2263/S2B BPA FREE
GRANULES INDIA LTD,PIRFENIDONE
MANJUSHREE TECHNOPACK LTD,PET & HDPE BOTTLES
POLYPEPTIDE LABORATORIES SWEDEN AB,EXENATIDE USP
SCINOPHARM TAIWAN LTD,IBRUTINIB
SCINOPHARM TAIWAN LTD,CELECOXIB USP
FRESENIUS KABI ONCOLOGY LTD,AFATINIB DIMALEATE
APITORIA PHARMA PRIVATE LTD,DIMETHYL FUMARATE
UNICHEM LABORATORIES LTD,APIXABAN
CATALENT PHARMA SOLUTIONS LLC,SOFTGELS [OET-10258867]
DAH FENG CAPSULE INDUSTRY CO LTD,EMPTY HARD SHELL ACID RESISTANT VEGETABLE CAPSULES (HYDROXYPROPYL METHYL CELLULOSE)
LEK PHARMACEUTICALS DD,ROSUVASTATIN CALCIUM (PROCESS C)
LEK PHARMACEUTICALS DD,DOLUTEGRAVIR SODIUM
LAURUS LABS LTD,ATAZANAVIR SULFATE
LAURUS LABS LTD,DOLUTEGRAVIR SODIUM
TEVA PHARMACEUTICAL INDUSTRIES LTD,DIMETHYL FUMARATE
LOPAREX LLC,POLYESTER (PET) LINER
GRANULES INDIA LTD,DIMETHYL FUMARATE
TARO PHARMACEUTICAL INDUSTRIES LTD,"TERBINAFINE HYDROCHLORIDE , USP"
ALKEM LABORATORIES LTD,CANAGLIFLOZIN
AZICO BIOPHORE INDIA PVT LTD,LIOTHYRONINE SODIUM
JOHNSON MATTHEY PHARMACEUTICAL MATERIALS,B1486
ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD,DIMETHYL FUMARATE USP (PROCESS II)
AMPACET CORP,4600998 N FL PURPLE SMC PP MB
AMPACET CORP,4300364 N YELLOW SMC PP MB
RIOCARE INDIA PRIVATE LTD,SIMETHICONE USP
RIOCARE INDIA PRIVATE LTD,SIMETHICONE EMULSION USP
RIOCARE INDIA PRIVATE LTD,DIMETHICONE USP
INDOCO REMEDIES LTD,CANAGLIFLOZIN
SHILPA PHARMA LIFESCIENCES LTD,PIRFENIDONE
TIANISH LABORATORIES PRIVATE LTD,POMALIDOMIDE
RUYUAN HEC PHARM CO LTD,ARIPIPRAZOLE NON-STERILE BULK DRUG SUBSTANCE
WOCKHARDT BIO AG,PALONOSETRON HYDROCHLORIDE USP
INEOS STYROLUTION GROUP GMBH,STYROLUX® 3G46
DIPHARMA FRANCIS SRL,SELEGILINE BASE
ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD,EFAVIRENZ USP
HETERO LABS LTD,IMATINIB MESYLATE (FORM-B)
HELSINN THERAPEUTICS US INC,"ANAMORELIN HYDROCHLORIDE, 100 MG TABLETS"
VITAL LABORATORIES PVT LTD,METHSCOPOLAMINE BROMIDE
PAXXUS INC,RPP# 36-1011B
APITORIA PHARMA PRIVATE LTD,CANAGLIFLOZIN
OPTIMUS DRUGS PRIVATE LTD,SOLIFENACIN SUCCINATE
JUBILANT PHARMOVA LTD,AZITHROMYCIN DIHYDRATE USP
CIPLA LTD,ALBENDAZOLE (B) USP
OPTIMUS DRUGS PRIVATE LTD,PREGABALIN
TIANISH LABORATORIES PRIVATE LTD,MACITENTAN
CELANESE CANADA ULC,"ETHYLENE VINYL ACETATE COPOLYMER, VITALDOSE® K2367.X01"
YANGZHOU PHARMACEUTICAL CO LTD,HYDROCORTISONE VALERATE USP
DASAMI LAB PRIVATE LTD,CANAGLIFLOZIN (AMORPHOUS)
SCINOPHARM TAIWAN LTD,FOSAPREPITANT DIMEGLUMINE
HARMAN FINOCHEM LTD,SITAGLIPTIN PHOSPHATE USP
HETERO LABS LTD,DACLATASVIR DIHYDROCHLORIDE
CREST CELLULOSE PRIVATE LTD,PREGELATINIZED MAIZE STARCH (GELMAC)
TIANJIN WEIJIE PHARMACEUTICAL CO LTD,TERIFLUNOMIDE
SUN PHARMACEUTICAL INDUSTRIES LTD,ERLOTINIB HYDROCHLORIDE
MACLEODS PHARMACEUTICALS LTD,EZETIMIBE
MACLEODS PHARMACEUTICALS LTD,DESVENLAFAXINE SUCCINATE
MACLEODS PHARMACEUTICALS LTD,MILNACIPRAN HYDROCHLORIDE
BIOLOGICAL INDUSTRIES ISRAEL BEIT-HAEMEK LTD,NUTRISTEM® HPSC XF
SPECGX LLC,SUFENTANIL CITRATE USP/EP
SPECGX LLC,SUFENTANIL BASE EP
LONZA GREENWOOD LLC,VCAPS® ENTERIC CAPSULES
YUNG ZIP CHEMICAL IND CO LTD,MICONAZOLE BASE
PLANET INDIA REMEDIES PVT LTD,HDPE BOTTLES AND PP CLOSURES
EMCURE PHARMACEUTICALS LTD,MIDODRINE HYDROCHLORIDE USP
CIPLA LTD,TENOFOVIR ALAFENAMIDE FUMARATE
ALP PHARM BEIJING CO LTD,OCTREOTIDE ACETATE
APICORE PHARMACEUTICALS PRIVATE LTD,"PENICILLAMINE, USP"
ALKEM LABORATORIES LTD,TOLTERODINE TARTRATE USP
CHATTEM CHEMICALS INC,"HYDROMORPHONE HYDROCHLORIDE, USP"
TRANSO PHARM HANDELS GMBH,EPINEPHRINE TARTRATE/ADRENALINE TARTRATE
TRANSO PHARM HANDELS GMBH,EPINEPHRINE/ ADRENALINE
JIANGSU WILLILNG BIO-TEC CO LTD,IMIDACLOPRID NON STERILE BULK DRUG SUBSTANCE
SIGNA SA DE CV,GATIFLOXACIN HEMIHYDRATE
JMT RUBBER,"PLAIN & BRAIDED SILICONE TUBINGS, SPONG & PROFILES"
TRASIS SA,ALLINONE SYNTHESIZER
CKD BIO CORP,VANCOMYCIN HYDROCHLORIDE
INDOCO REMEDIES LTD,NEOSTIGMINE METHYLSULFATE USP
NATCO PHARMA LTD,DIMETHYL FUMARATE
HOSPIRA A PFIZER CO,ISECURE™ 1 ML AND 2 ML SYRINGES
PRINTMANN FOILS DIV OF PRINTMANN OFFSET PRIVATE LTD,HSL COATED AND PRINTED ALUMINIUM FOIL
PRINTMANN FOILS,POLY LAMINATED AND PRINTED ALUMINIUM FOILS
AVIENT CORP,CC10239784XX
MAITHRI DRUGS PRIVATE LTD,ZONISAMIDE USP
HETERO LABS LTD,TENOFOVIR DISOPROXIL FUMARATE (PROCESS II)
HETERO LABS LTD,DARUNAVIR ETHANOLATE (PROCESS-II)
AVIENT CORP,CC01060914XX
GELCAPS INDUSTRIES,EMPTY HARD GELATIN CAPSULE SHELLS
AVIENT CORP,CC01060115XX
AVIENT CORP,CC01060732XX
AVIENT CORP,CC10236592XX
AVIENT CORP,CC01060593XX
AVIENT CORP,CC01060220XX
AVIENT CORP,CC01060729XX
AVIENT CORP,CC01060730XX
AVIENT CORP,CC01060604XX
AVIENT CORP,CC01059780XX
ADVANCED ACCELERATOR APPLICATIONS USA INC,"LYSINE HYDROCHLORIDE (HCI)-ARGININE HYDROCHLORIDE (HCI), 2.5%, SOLUTION"
FARMAK AS,SELEGILINE HYDROCHLORIDE USP
DR REDDYS LABORATORIES LTD,CANAGLIFLOZIN
SUN PHARMACEUTICAL INDUSTRIES LTD,DOFETILIDE USP
SUN PHARMACEUTICAL INDUSTRIES LTD,DIMETHYL FUMARATE
GLAND PHARMA LTD,ZIPRASIDONE MESILATE TRIHYDRATE
TORRENT PHARMACEUTICALS LTD,SILODOSIN
ICON CLINICAL RESEARCH LLC,MYCOPHENOLATE REMS (MREMS)
CATALENT PHARMA SOLUTIONS LLC,SOFTGELS [OET-10275412]
ZHEJIANG FENG'AN BIO-PHARMACEUTICAL CO LTD,CHYMOTRYPSIN
AMPHASTAR NANJING PHARMACEUTICALS INC,ALBUTEROL USP
SHANDONG XINHUA PHARMACEUTICAL CO LTD,DIPYRONE (METAMIZOLE SODIUM MONOHYDRATE)
AMPHASTAR NANJING PHARMACEUTICALS INC,IPRATROPIUM BROMIDE USP
DSM NUTRITIONAL PRODUCTS LTD,VITAMIN A PALMITATE 1.7 MIU/G (WITHOUT STABILIZERS)
SARV BIOLABS PVT LTD,10 DEACETYL BACCATIN III
NINGBO ZHENGLI PHARMACEUTICAL PACKAGING CO LTD,BOROSILICATE GLASS CYLINDERS FOR PEN- INJECTORS
XIAMEN SINOPEG BIOTECH CO LTD,METHOXYPOLY (ETHYLENE GLYCOL) PROPIONALDEHYDE
EURO-ALKOHOL GMBH,ALCOHOL
SANDOZ GMBH,VICA (PURE)
CF PHARMA LTD,PENTOSAN POLYFULFATE SODIUM
ELKEM SILICONES USA CORP,SILBIONE® BIOMEDICAL LSR HI-DUROMETER D300 SERIES
ICE SPA,TAUROURSODEOXYCHOLIC ACID
LOPAREX LLC,FLUORINE SILICONE 5190 COATED RELEASE LINERS
FONA INTERNATIONAL INC,884.0992U ORANGE FLAVOR NAT & ART
CHONGQING DAXIN PHARMACEUTICAL CO LTD,SIROLIMUS
LABORATORIUM OFICHEM BV,DIMETHYL FUMARATE
SYMRISE INC,994176 ARTIFICIAL CHERRY BRANDY FLAVOR 669379
BORMIOLI PHARMA SPA,DEVICE BIG SHAKER
BORMIOLI PHARMA SPA,BIG SHAKER
MICA CORP,MICA G 782
AMPACET CORP,1400711 N ORANGE PE MB
INDEN PHARMA PACKAGING SL,PILL JARS BOTTLES AND CAPS
JIANGSU GOLDEN MATERIAL TECHNOLOGY CO LTD,PVC SHEET FOR SOLID PHARMACEUTICAL PACKAGING
FOSHAN NANHAI ZHONGNAN PHARMACEUTICAL FACTORY,METHYL SALICYLATE
PHARMATHEN SA,PALIPERIDONE
DWK LIFE SCIENCES GMBH,DURAN PURE PREMIUM LIP SEAL CAP
CELANESE CANADA ULC,"ETHYLENE VINYL ACETATE COPOLYMER, VITALDOSE® K2793.X01"
MARUTO SANGYO CO LTD,"MMP, A BACKING FILM FOR TRANSDERMAL DRUG DELIVERY PATCHES"
MARUTO SANGYO CO LTD,"MAF, AN ALUMINUM LAMINATE FILM FOR TRANSDERMAL DRUG DELIVERY PATCHES"
TEVA PHARMACEUTICAL INDUSTRIES LTD,POTASSIUM CITRATE USP
HAINAN YEW PHARMACEUTICAL CO LTD,DOCETAXEL
GLENMARK LIFE SCIENCES LTD,PIRFENIDONE
APOTEX PHARMACHEM INC,BULK EVEROLIMUS
UNION QUIMICO FARMACEUTICA SA (UQUIFA SA),QUETIAPINE FUMARATE
SANNER GMBH,DESICCANT PACKS
CORAL DRUGS PRIVATE LTD,MOMETASONE FUROATE MONOHYDRATE
VIKRAM THERMO INDIA LTD,PARTIALLY- NEUTRALIZED METHACRYLIC ACID AND ETHYL ACRYLATE COPOLYMER NF
CAFOSA GUM SAU,HEALTH IN GUM PWD-04 NS
THE ALBERT B SABIN INSTITUTE INC,CAD3-MARBURG VACCINE A195L FORMULATION
MSN LABORATORIES PRIVATE LTD,DABRAFENIB MESYLATE (FORM- 1)
HETERO DRUGS LTD,NEBIVOLOL HYDROCHLORIDE (PROCESS-II)
RAKS PHARMA PVT LTD,EZETIMIBE USP
AMPACET CORP,1301252-N YELLOW SMC PE MB
PURAC AMERICA INC (ACTING UNDER THE TRADE NAME CORBION),PURASORB® BIORESORBABLE POLYMERS
MSN ORGANICS PRIVATE LTD,TRIENTINE HYDROCHLORIDE USP
C-SQUARED PHARMA LTD,HOMATROPINE METHYLBROMIDE USP
TIANISH LABORATORIES PRIVATE LTD,EMPAGLIFLOZIN
MSN LABORATORIES PRIVATE LTD,CYCLOPHOSPHAMIDE MONOHYDRATE USP
MSN LABORATORIES PRIVATE LTD,APIXABAN
MSN LIFE SCIENCES PRIVATE LTD,ELVITEGRAVIR (FORM-I)
KAISHA PACKAGING PVT LTD,PLASTIC ARTICLES FOR PHARMACEUTICAL USE
MSN LIFE SCIENCES PRIVATE LTD,RIOCIGUAT USP
APITORIA PHARMA PRIVATE LTD,SEVELAMER HYDROCHLORIDE
SUN PHARMACEUTICAL INDUSTRIES LTD,ESOMEPRAZOLE MAGNESIUM TRIHYDRATE USP
APITORIA PHARMA PRIVATE LTD,COLESEVELAM HYDROCHLORIDE
NEXTAR PHARMA PVT LTD,STERILE PROCESSING FACILITY
CKD BIO CORP,TACROLIMUS NON STERILE API
FONA INTERNATIONAL INC,944.093 N C KIWI FLAVOR NAT WONF
AMPACET CORP,7700126 N GREEN PET MB
RPC FORMATEC GMBH,ACTUATOR WITH INTEGRATED DOSE INDICATOR
ZHEJIANG YONGTAI PHARMACEUTICAL CO LTD,"CELECOXIB, USP"
EVONIK CORP BIRMINGHAM LABORATORIES,POLYCAPROLACTONE-B-POLY(ETHYLENE GLYCOL)-B-POLYCAPROLACTONE
NATCO PHARMA LTD,POMALIDOMIDE
NATCO PHARMA LTD,THIOTEPA
MACCO ORGANIQUES SRO,MAGNESIUM SULFATE HEPTAHYDRATE
JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD,ICATIBANT ACETATE
CIPLA LTD,DOLUTEGRAVIR SODIUM (FORM C)
NINGBO ZHENGLI PHARMACEUTICAL PACKAGING CO LTD,LOW BOROSILICATE VIALS (DIMETHICONE COATED)
NINGBO ZHENGLI PHARMACEUTICAL PACKAGING CO LTD,LOW BOROSILICATE VIALS (SIO2 COATED)
NINGBO ZHENGLI PHARMACEUTICAL PACKAGING CO LTD,BOROSILICATE VIALS (SIO2 COATED)
NINGBO ZHENGLI PHARMACEUTICAL PACKAGING CO LTD,BOROSILICATE VIALS (DIMETHICONE COATED)
ZHEJIANG HAIZHOU PHARMACEUTICAL CO LTD,METHOCARBAMOL USP
EMS CHEMIE NORTH AMERICA INC,GRILAMID TR 90 LXS NATURAL
CAMBREX PROFARMACO MILANO SRL,RIFAXIMIN
DURECT CORP,DUR-928
PACK PRINT INDUSTRIES (1) PVT LTD,"PLAIN & PRINTED, MULTICOLOR LDPE BAGS FOR PHARMACEUTICAL PACKAGING"
YANGTZE RIVER PHARMACEUTICAL GROUP JIANGSU HAICI BIOLOGICAL PHARMACEUTICAL CO LTD,GEMCITABINE HYDROCHLORIDE NON-STERILE BULK DRUG SUBSTANCE
MEDINSTILL DEVELOPMENT LLC,INTACT™ AD POUCH EXTERNO (APEX) BAG (STERILE)
HELSINN THERAPEUTICS US INC,ANAMORELIN HYDROCHLORIDE (API)
PRASAD MEDITECH,EURO HEAD CAPS
SHREE NAINA CONTAINERS PVT LTD GOA,POLYETHYLENE TEREPHTHALATE (PET)/POLYPROPYLENE (PP) BOTTLES AND JARS
WANBURY LTD,SALSALATE
AVIENT CORP,TP09990854XX
AVIENT CORP,TP09990925XX
AVIENT CORP,TP09990843XX
AVIENT CORP,TP09990936XX
AVIENT CORP,TP09990844XX
AVIENT CORP,TP09990850XX
AVIENT CORPORATION,TP09990932XX
TIANJIN WEIJIE PHARMACEUTICAL CO LTD,21 S ARGATROBAN
DIPHARMA FRANCIS SRL,AMINOCAPROIC ACID
TIANJIN WEIJIE PHARMACEUTICAL CO LTD,AMBRISENTAN
TIANJIN WEIJIE PHARMACEUTICAL CO LTD,BELINOSTAT
TIANJIN WEIJIE PHARMACEUTICAL CO LTD,RIVAROXABAN
TIANJIN WEIJIE PHARMACEUTICAL CO LTD,VILAZODONE HYDROCHLORIDE
TIANJIN WEIJIE PHARMACEUTICAL CO LTD,CABAZITAXEL
AMPACET CORP,464265 BLUE PP MB
BYK CHEMIE GMBH,LAPONITE- XL21 XR
ASTRAZENECA PHARMACEUTICALS LP,METOPROLOL SUCCINATE EXTENDED RELEASE TABLETS
ZAKLADY FARMACEUTYCZNE POLPHARMA SA,APREMILAST
GLENMARK LIFE SCIENCES LTD,ATOVAQUONE USP (D144 PROCESS)
LUPIN LTD,HYDROCORTISONE VALERATE USP
HOSPIRA INC A PFIZER CO,NEXJECT™ 1 ML SYRINGE
EUROAPI HUNGARY LTD,TREPROSTINIL SODIUM
YANCHENG DESANO PHARMACEUTICAL CO LTD,TENOFOVIR
NEWGEN BIOTECH,"BETA 1, 3/1, 6 GLUCAN"
SAKAI OVEX CO LTD,SMT SERIES
WANBURY LTD,LEVETIRACETAM
DZD (HEZE) PHARMACEUTICAL CO LTD,DAUNORUBICIN HYDROCHLORIDE
ARMOR SAS,AXR 600 THERMAL TRANSFER RIBBON
ARMOR SAS,APX 650LL THERMAL TRANSFER RIBBON
DZD HEZE PHARMACEUTICAL CO LTD,DOXORUBICIN HYDROCHLORIDE
NEWGEN BIOTECH,ALPHA GALACTOSIDASE
CORMEDIX INC,TAUROLIDINE
MSN LABORATORIES PRIVATE LTD,CARMUSTINE USP
MSN LIFE SCIENCES PRIVATE LTD,"DESVENLAFAXINE SUCCINATE MONOHYDRATE USP (FORM-II) [ROUTE CODE ""SL""]"
MSN LIFE SCIENCES PRIVATE LTD,DOFETILIDE USP
MSN LIFE SCIENCES PRIVATE LTD,APREMILAST (AMORPHOUS)
JUBILANT PHARMOVA LTD,RANOLAZINE
ALEMBIC PHARMACEUTICALS LTD,CANAGLIFLOZIN
PET POWER BV,PET POWER B.V.- CLEAR AND COLOURED PET PRODUCTS
CAMBREX KARLSKOGA AB,OSPEMIFENE
NAVINTA LLC,SODIUM NITROPRUSSIDE USP
AMPACET CORP,103035 K AMSTAT 35
ZAKLADY FARMACEUTYCZNE POLPHARMA SA,APIXABAN
HETERO LABS LTD,TENOFOVIR ALAFENAMIDE HEMIFUMARATE
TOPPAN INC,HP-9 PACKAGE FOR TRANSDERMAL DRUG DELIVERY PATCHES
RELIANCE LIFE SCIENCES PVT LTD,DASATINIB
AURO PEPTIDES LTD,LEUPROLIDE ACETATE USP
AMPACET CORP,120953-K GREY 953
ROCHLING MEDICAL SOLUTIONS SE,WHITE PE- BOTTLE 100 ML (P 4085) WITH CAP (HPT 7078)
KAPOOR GLASS INDIA PVT LTD,"CLEAR AND AMBER COLOURED GLASS AMPOULES, VIALS AND CARTRIDGES"
HINDUSTAN PHOSPHATES PVT LTD,TRI CALCIUM PHOSPHATE USP
EMCURE PHARMACEUTICALS LTD,PROCHLORPERAZINE EDISYLATE USP
FINAR LTD,DISODIUM SUCCINATE HEXAHYDRATE HP
RAKS PHARMA PVT LTD,MACITENTAN
RAKS PHARMA PVT LTD,APREMILAST
RAKS PHARMA PVT LTD,"FELBAMATE, USP"
RAKS PHARMA PVT LTD,RANOLAZINE
RAKS PHARMA PVT LTD,"ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE, USP"
DSM NUTRITIONAL PRODUCTS LTD,SODIUM ASCORBATE
SHAOXING KANGKE CAPSULE CO LTD,ENTERIC-COATED VACANT GELATIN CAPSULES
SHAOXING KANGKE CAPSULE CO LTD,HPMC VACANT CAPSULES
SHAOXING KANGKE CAPSULE CO LTD,VACANT GELATIN CAPSULES
ICE SPA,CHENODEOXYCHOLIC ACID
CHUNGHWA CHEMICAL SYNTHESIS AND BIOTECH CO LTD,RAPAMYCIN (SIROLIMUS)
WAVELENGTH ENTERPRISES LTD,PERMETHRIN
FONA INTERNATIONAL INC,894.0232U PEPPERMINT FLAVOR ART
FONA INTERNATIONAL INC,915.0692U STRAWBERRY FLAVOR ART
HINDUSTAN PHOSPHATES PVT LTD,DI CALCIUM PHOSPHATE USP
MODERNA THERAPEUTICS INC,SM-86 A NOVEL LIPID EXCIPIENT
ERCROS SA,FOSFOMYCIN TROMETHAMINE
LAURUS LABS LTD,ENZALUTAMIDE
METAKAPS ENGINEERING CO,"ALUMINIUM FOIL, GLASSINE PAPER, MULTIPLY LAMINATES IN 2PLY, 3PLY, 4PLY, ALU- ALU COLD FORM FOIL."
LAURUS LABS LTD,DARUNAVIR
FRESENIUS KABI ONCOLOGY LTD,IBRUTINIB
JIANGSU HENGRUI PHARMACEUTICALS CO LTD,IODIXANOL USP
PRESSTECK SPA,AEROSOL CANS FOR MDI INHALERS
AVIENT CORP,CC00012967xx
MACLEODS PHARMACEUTICALS LTD,LEVOTHYROXINE SODIUM USP
INTAS PHARMACEUTICALS LTD,DIMETHYL FUMARATE
FUJIFILM IRVINE SCIENTIFIC INC,BALANCD® VERO (LIQUID)
HOVIONE PHARMASCIENCE LTD,GLYCOPYRROLATE INHALATION GRADE
TIANISH LABORATORIES PRIVATE LTD,NETUPITANT
TIANISH LABORATORIES PRIVATE LTD,PENTOSAN POLYSULFATE SODIUM
TIANISH LABORATORIES PRIVATE LTD,DOLUTEGRAVIR SODIUM (PROCESS-II)
STD PHARMACEUTICAL PRODUCTS LTD,SODIUM TETRADECYL SULFATE CONCENTRATE 50%
COLORS FOR PLASTICS INC,W08166-1 WHITE COLORANT MASTERBATCH
STD PHARMACEUTICAL PRODUCTS LTD,SODIUM TETRADECYL SULFATE INJECTION 1% AND 3%
HONOUR LAB LTD,MACITENTAN
